username,following_count,cloudcast_count,follower_count,favorite_count,listen_count
1957,1,0,0,0,0
GEORGISA,1,0,0,2,2
VLACK1978,1,0,0,1,0
vanez,1,0,0,0,0
jairocatelo,1,0,0,1,0
ali_stoppable,1,0,0,1,2
takanori,4,0,1,3,6
Dannylea,1,0,0,0,3
SWETER93,1,0,0,0,0
Ganejash,1,0,0,1,1
djwinston,1,0,0,0,5
star_fi_recordings,2,3,0,0,0
BOBBYBULLETS,1,0,0,0,0
consflash,1,0,0,0,2
albertcaut,1,0,0,0,0
floashu,1,0,0,0,5
KZMufc,2,0,0,1,4
1981,2,0,1,1,2
danielius20,1,0,0,0,4
musicasubtil,1,0,0,4,11
plugin,0,1,1,0,0
frankmay,0,4,0,0,4
djadriannistor,0,1,0,0,0
Mooshu,1,5,1,0,0
MFW,0,1,0,0,0
robandjimradio,0,2,1,0,1
moosethemucha,1,2,0,0,0
Beemel,1,0,0,2,0
pavomils,1,1,0,0,2
Artmen007,1,0,0,0,1
Callisto,1,0,0,0,0
billcode,0,0,1,0,0
808,0,0,1,0,0
WastedYouthCyprus,39,0,5,1,1
smokelife,1,0,1,0,1
djladyc,0,0,1,0,0
boshdymate,0,1,1,0,1
damo1888,0,0,1,0,0
nimrodsun,0,0,1,0,1
giannone,0,0,1,0,0
frisky,0,3,1,0,0
marksmith,0,0,1,1,1
djsoulstone,0,1,1,0,2
jasonbehave,0,0,1,0,0
samiey3,0,0,1,0,1
SteveT,0,0,1,0,0
badgemaan,0,0,1,0,0
colin_k,0,0,1,0,0
adamshelton,0,0,1,0,0
felixthestruggler,0,0,1,1,1
Rowe,0,0,1,0,2
djsherry,0,1,1,0,1
dekoy,0,0,1,0,1
thedjmd,0,1,0,0,1
DJADAMBARNETT,1,1,0,0,0
volga,0,0,1,0,1
dungeon,0,2,1,0,0
manymixmadz,1,0,0,0,8
lightmonday,0,1,0,1,1
Kramer188,1,0,0,0,0
fill_b,1,0,0,9,40
deanm,1,0,0,0,0
neonl,1,0,0,0,0
laserbeam,0,0,2,0,1
kyds3k,0,1,1,1,2
cocoon1982,3,5,1,1,1
angiepangey,1,0,0,0,0
DJXAOS,0,4,0,0,1
jackson_buddingh,1,0,0,1,0
samuimilos,0,0,1,0,0
mcbean,1,0,0,0,0
martin_ruihz,2,0,0,0,0
Theblizzard,0,0,2,0,0
python,0,0,1,0,0
allentagle,0,0,1,0,0
DJDen,0,4,1,0,3
atelierbar,0,4,1,0,0
arkandemus,0,1,0,0,6
hausmagazine,0,4,0,0,4
jack_mj,0,0,1,0,1
magnetikal,0,4,0,0,2
chooser,0,0,1,3,2
Bruv,0,0,1,0,0
chiwi,0,2,0,1,0
itsalljustbad,0,0,1,0,0
juliusylitalo,0,2,0,0,2
essay708,0,2,0,2,3
ScOgLiO,0,11,0,0,1
luca_citoli_dj,0,0,1,0,0
Jesus_Radio,0,2,1,0,0
sanj101ca,1,0,0,0,1
katharina,0,0,1,0,0
heiko,0,0,1,0,0
waide,0,1,0,1,2
Tinkerbell95,1,0,0,1,0
JCOOKE,1,0,0,1,0
WOT_FM,1,0,0,1,0
cicerina85,1,0,0,0,0
alondra_vazquez,1,0,0,0,0
bring_the_noise,1,3,0,0,1
1andonly,0,0,1,4,7
MedALPINE,0,6,1,3,1
ndjtproject,0,6,1,0,1
WHITEDNS,1,0,1,0,0
elkedemey,5,0,0,0,0
psykokonceptor,2,0,0,3,0
studio18,0,0,1,0,0
klauLC,1,0,1,0,2
rs,1,0,1,0,1
levacdu78,1,0,1,3,1
chocho,1,0,1,1,0
Matt_Ak,1,0,0,1,1
emi,1,0,1,0,1
broussaille,0,0,1,4,12
Teddylocke,0,0,1,2,23
noob,1,1,2,0,8
kriss,1,0,0,1,1
plehboy,0,0,1,2,1
pervhertz,1,0,1,0,2
ash_mantas,1,0,0,0,0
tibix,0,0,1,0,1
djalexya,0,1,1,0,0
esemdi,0,2,1,0,0
kristofer,0,0,1,0,0
karesma,0,0,1,0,0
djbughouseloco,1,0,0,0,1
zurkik,1,0,0,1,3
bdboy0,1,0,0,0,2
emjaybee,0,0,1,0,2
alinamonam,1,0,0,2,1
RoughTradeShops,0,0,1,0,0
Tazz,0,0,1,0,0
DjMoachevi,0,5,1,0,5
RSPfm,0,10,2,1,3
primavera,1,0,1,0,2
Vagao,1,2,1,0,2
sodrunk,0,0,1,0,1
hi4head,1,0,0,0,1
jazzyden,1,0,0,1,1
ciceronukis,1,0,0,0,0
alexattia,1,0,0,2,17
jaffarecords,0,1,2,0,0
timxavier,0,1,1,0,0
radiogen1us,0,1,0,0,0
DNorby,1,0,0,2,2
rainbowgal921,1,0,0,1,3
addshore,2,0,0,0,0
okasha,1,0,0,1,1
erikbuis,1,1,0,2,2
djami,1,1,1,1,1
AlexLemar,2,2,2,1,2
unayeyo,1,0,0,0,4
clintsamples,0,1,0,0,1
slickj07,1,0,1,0,0
Ollo,2,2,1,0,4
coomkuma,0,2,0,0,2
madcapzack,0,2,1,0,0
slownerve,6,1,1,0,3
rosumella,1,0,1,0,0
crave86,1,0,1,0,0
koreless,0,0,2,0,1
italtek,0,0,1,0,1
glassislands,2,0,0,1,5
McL0vin,1,0,0,0,2
skoisirius,0,2,1,0,0
djjulia,0,0,1,2,2
Robnoble,0,0,2,0,0
djoffline,0,0,1,0,0
DJCos,0,1,1,0,2
andrey_paul,1,3,0,1,2
RareColour,3,1,2,0,0
phaeton83,1,0,0,0,1
JasonPhippsProducer,1,0,0,0,1
m_xl,1,0,0,0,1
urbankaos,0,2,1,0,10
topperanza,0,1,1,0,1
Mistor,0,0,1,0,0
idontknowwhat,0,0,1,0,0
guajillo,0,0,1,0,0
ordepzerep,0,0,2,0,1
sarahltaylor,0,0,1,0,0
prawlings,0,0,1,0,0
alistair,0,0,1,0,0
samsethi,0,0,1,0,0
paultregoing,0,0,1,0,0
Mittens,0,0,1,0,1
people_get_ready,0,0,1,0,0
deepvibesradio,0,0,1,0,0
primetime,0,3,3,0,5
mordred,0,2,1,1,3
juandaza,1,0,1,0,0
belarga,1,0,0,0,0
andrescolmenares,0,0,1,0,0
djrickileigh,1,0,1,0,0
kirpope,1,0,1,0,0
sebastiangiovanni,0,6,1,0,0
prashantf,1,0,2,0,11
ClickStudio,1,0,0,1,0
motrazvan,1,0,0,1,1
Roby,1,0,0,1,0
Showdeezz,1,0,0,1,0
SunetDigital,1,0,0,1,0
MariusSimeria,1,0,0,1,0
destiny_show,1,0,0,1,0
novac,1,0,0,1,1
cdcip,1,0,0,0,0
Tabac,1,0,0,1,0
DianaD,1,0,0,1,0
MaD_d0g,5,0,3,1,1
Billysniper,1,0,0,2,1
bacarditaste,1,0,0,1,0
Vaceanu,1,0,1,1,0
BemTOT,1,0,0,1,0
Picol,1,0,0,1,0
petitealx,1,0,0,1,0
danicrisan,1,0,0,1,1
droopy,1,0,0,1,2
Pietonu,1,0,0,2,0
ColinReed,1,1,1,0,0
djthesis,1,0,0,3,7
DjChiry,1,0,0,1,0
Corina,1,0,0,1,0
masty,2,0,2,0,2
drogstyle,3,0,0,1,1
prostache,1,0,0,0,0
42TheFloor,1,0,0,1,0
Anemona,1,0,0,1,0
lorinczlevente,1,0,0,1,1
DjCaramell,1,0,0,1,0
maja8,1,0,0,1,0
djsoundmeth,1,0,0,0,4
chempathy,1,0,0,1,8
djYoga,1,1,3,0,0
montarbo,1,0,0,1,1
funkbuddah,1,0,0,1,7
djttm,0,2,0,0,0
viva,0,0,1,2,6
fox,0,2,1,0,2
dharmaproject,0,1,0,0,1
stu80,0,0,1,0,1
ZuKe,0,3,1,0,3
krustea,0,2,1,0,0
tomeales,0,0,1,0,1
korvus,1,0,0,1,1
ProduktionModal,0,0,1,0,0
temporalphonic,1,0,1,1,0
OsAmid,0,0,1,0,0
Diamos_Roll,1,3,1,0,6
SpokeSpinner,1,0,0,1,1
danelle,0,0,1,0,0
leedsed,1,0,1,0,0
BajaDomitia,2,1,5,0,1
curlybuuh,0,0,1,0,1
akafrog,2,0,0,0,0
Huppelpikkie,1,0,0,1,2
nyoka,1,0,0,0,12
djlace,0,0,1,0,0
kevinmcdonagh,1,0,0,0,0
novoda,1,0,0,0,0
karlkolind,0,1,0,0,1
selin,1,0,0,0,0
selimyetkin,1,0,0,0,0
flamen,1,1,1,0,1
hoopoe2,1,0,1,0,0
Piccobello,3,0,0,0,15
Lumi,0,3,1,0,0
the954djs,0,0,1,0,0
991spiritfm,0,7,0,0,0
swomp,0,0,1,0,0
norbo,0,3,1,0,1
Morongroover,0,0,1,0,0
SPIDERELLI,1,0,0,1,1
pedrodapedra,0,1,0,0,2
necropsy,1,0,0,0,4
collieweed,0,0,1,0,0
LORDBRIDO,1,0,0,0,3
spiker,1,0,0,0,0
nalstadt,1,0,0,0,5
lucy_ibizarocks,1,0,0,0,1
Gluemusic,2,1,1,0,0
DJMathiz,1,1,1,0,1
aneuman77,1,0,0,0,8
stargazer,0,0,1,7,18
replay,1,0,1,3,6
NekoShuffle,3,2,2,1,3
kigrui,1,0,0,4,3
virus,0,4,2,0,0
DJFriez,2,0,2,0,0
bryanx07,1,0,0,1,1
NaturalVibesSound,0,0,1,0,0
MysticLady,1,0,0,6,0
iconicuk,1,0,0,2,0
ll,1,0,0,0,0
neilr,0,1,1,0,0
markymarkymark73,1,0,0,4,1
Hammyisthebear,1,0,0,1,0
Willbrap,1,0,0,0,0
elementalx,1,1,4,0,0
paxandlove,0,0,1,0,0
bakersfieldsoul,1,0,0,1,0
spnk,0,3,0,1,2
be2djson2turntables,0,0,2,0,0
MIKOlino,1,0,0,0,2
ymar,1,1,0,0,1
nessie,1,0,0,3,4
pushitgood,0,0,2,0,0
cnn,0,0,1,0,0
The_Z_Man,3,0,1,0,2
dorte,1,0,0,0,0
hellosoviet,0,2,1,2,5
tb,1,0,1,0,0
silentage,1,0,2,0,1
zoozero,0,2,0,1,1
audacity,0,0,1,1,1
deficit,0,1,0,0,0
dj_arkangel,2,0,0,0,0
DJCHEZZA,1,0,0,0,1
djmyk,1,3,0,0,8
sancampos,1,0,0,1,1
adlex,0,1,1,0,1
xxdarksideangelxx,1,0,0,1,0
COUCOU1976,1,0,0,1,1
sebastian_kay,2,0,0,0,0
lamari,1,0,0,1,0
Marc_Molina,4,3,6,2,3
564102,1,0,0,1,8
FeL,1,0,0,0,0
franalberola,2,0,1,0,0
soularunderground,0,1,0,0,1
DISCOAFICIONADO,0,1,0,0,3
RobertoDeCarlo,0,1,0,0,0
ordenador,0,3,0,1,3
fulbert,0,1,0,1,3
djbuck,0,3,0,0,0
Chii,1,0,0,0,5
zare,1,0,0,0,1
ravinglacapital,0,1,0,0,1
samoagood,0,0,1,0,0
robgrahamhavinitrightoff,0,5,0,0,1
Kristian1360,1,0,0,3,3
Jeff,1,0,0,1,1
__MattaM__,1,0,0,2,2
x3AlmostLoverx3,1,0,0,1,0
joseluis_rdz,1,0,0,0,1
DVJBAZUKA,0,5,2,0,0
jypatl,1,3,0,0,1
tactguy4,1,0,0,0,1
imso,1,7,0,0,2
nik0lay,1,0,0,1,2
Elski,0,0,1,0,0
djamesuk,0,0,1,0,0
BILIONWAYZ,1,0,1,0,1
djgulch,0,5,0,0,0
birdknowledgeprod,0,1,2,0,0
josemo,1,0,0,0,2
maerz2010,1,0,0,0,7
Si_Digibomber,0,0,1,0,0
pandutte,1,0,0,0,1
vaidauskynas,1,0,0,1,10
Eimantc,1,0,0,1,1
nathanchampion,0,0,1,0,0
clayssswanson,0,2,0,0,2
louissmith45,0,1,0,0,1
ratling,0,1,0,0,1
DjVuteek,1,1,2,0,1
lahenks,1,0,0,0,5
bazzatron,1,0,0,1,0
play,1,1,0,1,4
Chuffwig,1,0,0,1,0
dickmcchicken,1,0,1,1,1
cakeordeath13,1,0,0,1,0
Bastic,1,0,0,1,1
jennamcavoy,1,0,0,0,1
djstageone,2,0,1,0,0
purkle,1,0,0,0,1
TrancientDreams,1,0,0,0,1
msroxy2,1,0,0,1,0
melody1121,1,0,0,0,1
cbtaylo,1,0,0,0,0
MsDangerous,1,0,0,0,3
lkshmacklin,1,0,0,0,0
mzhousehead4life,1,0,0,1,3
jittaun,1,0,0,2,1
tomas825,1,0,0,1,1
thodges1,1,0,0,0,2
DaAlphaStud,1,0,0,2,0
northeastkiwi,1,0,0,0,0
emmett,1,0,0,0,1
birthdays,0,19,0,0,2
Jaqilantern,1,0,0,1,2
ugotwax,0,0,1,0,0
DjColorTV,3,1,0,1,0
paccojohn,1,0,0,1,1
MrDJAxel,1,5,0,2,0
Afroman,0,1,1,0,3
JessieL,1,0,0,0,1
Harper_456,1,0,0,0,1
tenielle,1,0,0,0,0
dehorse,1,0,0,0,1
sarahntfrancis,1,0,0,0,0
melissabouffler,1,0,0,0,1
Elvisdnb,0,2,0,0,0
I_BENJAMMIN,0,0,1,0,0
wubber_stumpper,0,0,1,0,0
duqess,1,2,0,0,2
android_steak,0,0,1,1,2
Simpletronic,1,1,0,0,0
bwoytremor,0,0,1,1,1
lilie007,0,0,1,0,2
mattlab,1,0,1,2,2
AudioRunner,2,2,0,0,0
tom_cosway,1,0,0,0,1
Dubstarr,1,0,0,0,0
xeno9,0,1,0,0,0
gmpop,0,3,0,0,2
shadx,1,0,0,0,0
ASH54,2,1,0,3,1
orzo,3,0,0,0,0
unol,1,0,0,0,3
Makebelieve,1,0,0,0,2
jojoR2R,1,1,0,0,4
Agnes_P,2,1,0,0,0
hevelspending,1,0,0,0,0
waterpolo,0,2,2,0,1
dexi,1,0,0,0,0
christopherholt,1,0,0,0,2
Krisstianox,1,0,0,1,1
trenky,1,0,0,0,1
dbs,1,0,0,1,1
runty,1,0,0,0,0
MegaMan,1,0,0,0,1
djbrandonmorales,0,4,2,0,2
LaDj,0,1,1,0,0
martinek11,1,1,0,0,1
tessaaa,1,0,0,0,10
monobrow,0,0,1,0,1
Menaz,1,0,0,0,1
ravingloonyrecords,1,4,0,1,6
bhssoccer9,1,0,0,0,6
markspark,2,0,1,0,0
do_nat,0,0,2,0,0
pUnqfUrs,0,0,1,0,0
Boti,1,0,0,1,1
badaboo,0,0,1,2,5
CenkBerg,1,2,0,0,0
smaica,1,0,0,1,1
giveitsomewelly,1,0,1,0,1
StevenJonCobby,1,0,1,0,1
Heya1983,3,0,0,1,5
ToranGee,1,1,0,0,0
Aldennn,1,0,0,0,2
DjPiperka,0,2,1,0,1
Labio,1,0,0,0,0
chen_lee,1,0,0,1,10
Zhaocc,1,0,0,0,1
nextimp,1,0,0,2,4
kimmieshubbystunes,0,0,3,0,0
maxfail,0,1,0,1,2
snakebeatrecords,1,0,0,0,0
Dini,1,0,0,0,1
sombom,1,0,0,0,0
tobiasbuthe,1,1,0,2,2
zazenbeat,0,5,0,0,5
bandindc,1,0,0,0,0
erik_michael,2,3,0,0,2
christopherdbate,1,1,1,2,2
ArdTv,1,8,1,0,3
dimasso,1,0,0,0,0
tuzo,0,1,1,0,0
djdaniel_s,1,0,0,0,1
ndussert,1,0,0,0,0
DJPaulHill,0,1,0,0,0
MadCatSWE,1,1,0,0,1
Join2Gether,1,16,0,1,3
tRance4eVer,1,0,0,0,6
veevo,0,0,2,1,1
melrocks,1,0,1,0,1
1deckmusic,1,0,0,0,0
bCMusic,0,1,1,0,2
Dj_Aquatic,1,3,2,0,2
giustina_terenzi,0,1,0,0,1
radioshake,1,0,0,0,0
shouldistayorshouldigo,1,1,0,0,2
gigitesta,1,0,0,0,0
aurei,2,1,1,1,0
TeenyWeenyAfro,1,0,0,1,0
jrmx,1,2,0,0,1
igrec,1,0,0,9,3
fecram,1,0,0,0,2
mrbox,1,0,0,0,1
fcktory,1,0,0,0,0
plesire,2,0,0,3,4
waffenywaff,1,0,0,0,0
chich,1,0,0,0,0
salvatorep,1,0,0,0,2
JtSkyy,1,0,1,0,0
MistySliceH,2,0,0,0,0
Creepstep2000,1,0,0,0,2
mondalice,1,0,0,0,1
defrain,1,1,0,0,0
DJDannyLloyd,0,1,0,0,1
Jepq,0,1,0,0,1
IntoTheBeat,0,4,0,0,0
4evermaejean,1,0,0,0,3
nicolai,0,0,1,0,0
RikVerweyen,0,2,1,0,1
kentrockafeller,2,0,0,0,0
LostSoulCreative,1,0,0,0,1
somehume,1,0,0,1,3
proam500,0,0,1,16,129
tipsymisa,1,0,0,0,1
hungarian8up,1,0,0,0,0
farmerm,0,1,0,0,0
josiah,0,0,1,0,1
isisjessie,0,2,0,0,0
djfreestylebliss,0,7,0,0,1
wolofsoul,0,1,0,0,0
NeekoVaran,0,0,1,0,0
Florentv,1,0,0,0,0
Ashh,1,0,0,0,0
meriden,1,0,0,0,1
7State,2,0,0,0,1
jordan_m,1,0,0,0,0
TrashOtron,0,0,1,0,2
bneckel,1,1,1,1,1
andresllatas,0,1,0,1,0
eron,1,0,0,0,1
Mynak,0,1,0,0,0
sikna2,1,0,0,0,9
gagarin,0,0,1,0,1
muumiorg,1,0,0,0,1
pedronunes,0,1,1,0,1
freshmeltwater,1,0,1,1,0
reallymadmike,1,0,0,1,0
Highroll3r,1,0,0,0,1
adynamicmechanism,0,2,1,1,2
pkorab64,1,0,0,0,1
bariscoemert,1,0,0,0,0
PRIVATEPLACES,0,0,1,0,0
FREETHOS,12,1,3,0,1
EASYD,1,1,0,0,1
Mirrorcube,0,0,1,0,0
wetcircuit,0,0,1,0,1
smashleygrooves,0,0,1,0,1
suze,0,0,1,0,0
Proof,0,0,1,0,0
hektro,1,0,0,0,1
beatz_n_breakz,0,0,1,0,17
jigorel,0,0,1,0,0
automaKeeteeloasa,0,0,1,0,0
not_flying_monkey,0,0,1,0,3
extreme,0,0,1,0,0
wymord,1,0,0,0,0
Phunkwerkmusic,0,6,0,1,3
narot,1,0,2,0,1
istvanbotka,0,1,1,0,2
botkaistvan,0,1,2,0,1
macroymusic,0,2,1,0,2
forrest1,1,1,1,0,0
blackman,0,0,1,0,0
EddieMessHUN,0,0,1,0,0
johnnymarrsbarres,0,0,1,0,0
littleasturias,1,0,1,0,0
DUBSnBREAKS,0,1,2,0,1
arelstone,1,0,0,0,1
JohnH,0,2,0,0,1
DJ_Garibaldi,1,4,0,0,0
yorch,1,0,0,0,1
DonDeep,1,0,1,1,0
markturner,0,11,2,0,0
rubakpo,0,2,1,0,8
OwnerSound,0,2,1,0,3
locopride,0,1,1,0,0
zacwitte,1,0,1,2,17
sercansungur,0,3,1,0,0
Cyclades,0,1,2,0,1
vickyK,1,0,1,1,0
Julienmynude,2,0,2,2,2
djleven,0,1,1,0,4
cuev,0,1,5,0,0
mariochris,2,1,4,2,1
CHIruLEke,0,1,1,0,0
misteryum,3,0,1,0,4
merypopins,1,0,1,1,0
MonoDan,0,2,1,0,0
Sparkozos,1,0,1,1,0
DirtyPlanetRadio,1,0,2,0,1
DJRamos,0,2,1,0,1
esener,1,0,1,0,2
AndAlso,1,2,2,0,1
Janoski,0,1,1,1,0
newfamilysize,1,0,1,0,1
DJ_OD,7,3,3,0,5
jonathan_l_93,0,2,1,0,2
ixxuih,4,0,1,1,0
LaForceSounds,6,0,1,0,0
Alstain,1,1,2,0,1
JarredCassidy,1,1,1,0,3
Nijkos,1,0,1,2,0
marioranieri,0,10,2,10,1
malex,1,1,0,1,0
PrinceSkooks,1,0,0,1,2
nottisound,0,1,0,0,1
axlmango,0,3,1,0,3
dibau_naum_h,1,0,0,0,0
thestayspun,0,0,1,0,0
gruvee,1,0,0,0,2
DjVictorWhite,1,1,0,1,4
warbeast,3,0,0,0,0
C4M,2,1,0,1,1
sebastian19,1,0,0,0,1
aristaeon,1,0,0,0,0
lopex,0,1,0,0,0
DJMartinSmith,1,1,1,0,0
fearkonstruktor,0,1,0,0,1
corklegnelson,1,0,0,1,0
stewartblackburn,3,0,0,0,12
urbanizmmusic,1,0,1,0,1
johnkeyworth,0,1,0,0,0
olau,0,2,1,0,0
EOmidi,1,0,1,4,0
dysenchanted,0,0,1,0,0
ahepp,1,0,0,0,0
waater,0,1,1,0,0
stereodan,1,0,0,0,1
Jane821,1,0,0,0,0
gocatdjs,0,0,1,0,0
tongebung,0,2,1,0,1
almadreams,0,1,1,0,1
ArminWeigand,0,1,0,0,0
Ohme,0,2,0,0,1
bartjan1978,1,1,0,1,3
sebastian_weikum,3,0,2,0,0
mascrican,1,0,0,2,0
ravenx,2,0,0,0,0
abu,1,0,0,0,0
noahlaux,1,0,0,0,0
MC_PAEST,7,1,0,0,1
s4md4130,1,0,0,1,0
stepaz,1,0,0,0,13
nagrom,1,0,0,4,32
JDB666,1,1,1,1,0
djclose,1,1,1,1,0
dvjniburu,1,0,0,0,0
ruff_e,1,1,1,0,0
Nurse_T,1,0,0,0,0
freio,5,0,1,1,0
maulopes,0,0,4,0,0
monge,3,0,0,1,0
yasminlassance,0,0,5,1,1
MuleqSantos,0,0,1,0,0
dudatorres,0,0,1,1,0
lucasbaldanza,1,0,1,1,0
maricota,0,0,1,1,0
Jonastikerpe,1,0,1,0,0
kebudi,0,0,1,1,0
rogenulu,0,0,1,1,0
vulgo_ogro,0,0,1,1,0
wingnux,2,0,0,1,1
nanatorress,3,0,1,1,0
djronnie,0,0,1,1,1
Blak_Cherri,0,2,0,0,1
sosotm,1,0,0,0,1
oneofus,0,1,0,0,2
chrissa,1,0,0,0,1
mrdj,1,0,0,0,1
ChillerZ,0,1,0,0,1
freeze88,1,0,0,0,1
l_kamarashki,1,0,0,0,0
ice_lander,1,0,0,0,1
danceriot,1,0,0,1,0
laurencain93,1,0,0,0,0
tratata,1,0,1,1,0
nooi,1,0,0,1,3
punkmedia,1,0,0,0,6
bradycanderson,1,0,0,0,0
lugia1986,1,0,0,0,1
IAmKojak,1,0,0,0,2
nadine,1,0,0,0,0
woodindian,0,0,1,0,0
DebjyotiDas,1,0,0,0,1
angelaEbasta,1,0,0,1,1
andreamuscara,1,2,0,0,0
ENOMI,1,0,0,0,1
Kevadj,2,1,0,0,0
Zoran99,1,0,0,0,0
joedidit,1,0,0,1,0
Damon115,1,0,0,0,0
richardjg,1,0,0,0,1
minxkicks,0,0,1,0,0
krashslaughta,0,1,1,0,0
cadlazier,1,0,0,0,1
topherchris,0,0,1,0,0
DJBBOXHUN,0,0,1,0,0
tribalero,2,1,0,1,2
Silev,2,0,0,1,2
bobbymhark,0,1,1,0,0
mattafunk,0,5,1,0,1
DUDERINO,1,0,0,0,1
deynati,1,0,0,1,0
nojoined,1,0,0,5,0
JohnnyPrince,0,1,0,0,1
djonny,1,0,0,0,0
PlasticReact,3,4,2,0,4
hobzcalvin,0,0,1,0,0
Reacha,0,3,0,0,0
jgoldie,1,0,0,0,2
koengroeneveld,0,0,1,0,0
matute,0,1,0,1,3
jai,1,0,0,0,0
federicocogo,0,1,1,0,2
ZeMylo,0,1,0,1,0
nancygtc,2,0,1,2,2
can2o,1,0,1,0,1
maniacsbrindle,1,0,0,0,1
bouquet,1,0,0,1,0
LILBURAK,1,0,0,1,10
xaurex,1,0,0,0,2
vadimkasse,0,0,1,0,1
filtongirl,1,0,0,1,0
estar,1,0,0,3,5
ladydisco,1,0,0,0,0
obelix,1,0,1,0,4
Karyn177,1,0,0,1,1
Dash25,0,0,1,3,9
fernando,0,0,1,1,0
leandroiserhard,0,0,1,0,0
lisboa,0,0,1,1,1
wert,1,0,0,0,0
alejandropowell,1,0,0,0,0
bjornrohde,1,1,0,0,1
madameuply,1,0,0,1,6
AhnDMC,1,0,1,0,0
isislima,0,0,1,1,1
dubinjection,0,0,1,1,1
gabrieldanight,0,0,1,1,1
djbeatbean,0,0,1,3,0
veseli,1,0,1,1,1
houseworq,1,2,1,0,2
sipho,1,0,0,1,1
DJxSpirit,0,3,1,0,2
sheshe21,0,0,1,0,0
phase,0,0,1,0,0
charleyb,1,0,0,0,0
willhollyoaks,0,0,1,0,0
saurus,1,2,0,0,3
crazyfrenchie,1,0,1,0,0
Andy_Knowles,0,2,0,0,2
stavrosk,2,6,3,8,9
papa33860,1,0,0,2,6
djkeemo,2,3,0,0,4
mauuistylin,1,0,1,0,1
Djedijo,1,0,1,0,0
jeffro,0,1,1,0,0
stexhex,1,0,0,1,1
thegreatdc,1,0,0,0,0
Trasherzz,0,0,1,0,0
Yunastad,1,0,0,0,1
DanishDirt,1,1,0,2,0
markowen,1,0,0,0,4
Reaback,1,1,0,0,0
naftt,0,0,1,0,2
eskimojane,1,0,0,0,0
aykthenike,6,0,5,0,1
bogdan_pascu,1,0,0,1,4
neopam,1,0,0,1,4
LEVOYAGE,0,2,2,0,2
8ing,0,1,0,1,10
SerPilez,0,4,0,0,3
djdino,1,0,0,1,0
iron5ide,0,0,1,0,0
ericjonn,1,0,0,0,0
lucidsi,0,1,0,0,1
andyhill,0,7,2,0,2
fallingandlaughing,0,1,0,0,1
nz,1,0,0,0,2
fuco,0,4,0,0,0
valar,0,3,1,0,2
S_C_C,1,1,0,0,0
RyanGordon7,1,0,0,1,1
richboland,1,0,0,0,2
ivog666,1,0,0,0,1
MissFortune,1,0,0,0,0
Megs,1,0,0,0,5
oneselfconnect,1,0,1,0,0
cbnyc,0,0,1,0,1
wuida,1,0,0,1,0
LanMachine,2,1,1,0,1
Davr,2,0,1,0,0
Wicked_Sway,0,1,1,0,1
yashin,1,1,1,2,0
zgrime,23,1,0,1,1
bisweed,0,1,1,0,0
mmeyer,0,0,1,0,0
joyearth,0,0,1,0,0
julioiglesias,0,1,0,0,1
ilikemysynthesizer,1,4,1,0,3
monkeymusic,0,0,1,0,0
simonbogie,1,0,0,2,2
epocian,1,0,0,1,41
bensmac,0,0,1,0,0
FMJ,0,0,1,0,1
digitalskunk,2,10,2,1,3
arashnasab,2,0,0,0,0
sergey_star,0,1,0,0,1
eisandnose,0,0,1,1,1
tegg,1,2,1,0,3
harley_quinn,1,0,0,0,1
jenses,2,4,1,0,0
djpaka,1,1,0,0,1
the,2,2,2,1,6
leeant,0,1,1,0,0
WesSA,1,0,1,0,0
bernard_righton,0,1,1,0,0
mszdjq,0,1,1,0,1
josepadua,1,0,1,0,1
warrenbobrow,1,0,0,4,4
fantizzy,1,0,1,1,3
yeaaahhhhaaaa,1,0,0,2,2
devantdj,0,0,1,0,2
djsuburban,0,2,0,0,1
dj_lockdown,0,1,0,0,0
sirose,0,0,1,0,0
recordlabelplatform,0,0,1,0,0
ashhh,1,0,0,0,0
hypnoise,1,0,0,0,0
nikbeats,1,1,1,0,0
DrGonzo,1,0,0,0,0
tomsoja,1,1,0,0,4
chanceismusic,1,1,0,0,1
explorerbrett,1,0,0,0,0
h0rus,1,0,0,0,0
danipowers,1,0,0,1,1
housegirl,1,0,0,0,0
djdecko,0,0,1,0,1
lmontrieux,1,0,0,0,0
chucktowndiva,1,0,1,0,0
defdjseano,1,0,2,0,3
simba,1,0,0,0,1
sahar,0,0,1,1,0
SpinD,0,3,1,1,0
OlivierSuNSeT,1,0,0,1,2
luisalberto,1,0,0,0,1
DJEntheogen,0,1,1,0,1
frojet,1,0,0,0,0
mma089,1,0,0,2,4
FUTIQUE,0,0,2,0,0
bearcubhou,1,0,0,0,0
lamrank,1,3,1,1,4
DJTiLO,2,2,1,0,1
C9qu,1,0,0,1,1
Dex,0,1,1,0,0
musicprotocol,1,0,0,0,0
CTIGUIDOO,0,1,1,0,0
victordinaire,0,2,4,0,0
deejaylegend,0,0,1,0,0
tyrrell,0,0,1,0,0
malana,1,0,1,0,0
jameszoo,0,0,1,0,0
the_spaniard,1,0,0,0,2
slevarance,0,1,0,0,0
auerror,0,1,1,0,1
chdefreyn,1,0,0,0,0
endrigovaladao,1,0,0,0,4
dirtypull,0,1,0,0,1
sagacioust,0,0,1,0,0
bartjeadhd,1,0,0,0,1
SITOX,1,0,0,0,0
rocca,0,7,2,0,0
grayam,1,0,0,0,0
alienvampire,1,0,0,0,0
m_a,1,0,0,1,0
